ano,nome_regiao,sigla_uf,nome_uf,nome_municipio,va_agropecuaria,va_industria,va_servicos,va_varios,va_total,impostos,pib,pib_per_capita
2018,Sudeste,SP,São Paulo,Várzea Paulista,1676,909827,1113170,424106,2448779,391948,2840727,23560
2018,Sudeste,SP,São Paulo,Vera Cruz,14118,7764,73562,41077,136521,6314,142835,13148
2018,Sudeste,SP,São Paulo,Vinhedo,11413,2776110,3899783,439364,7126669,2148525,9275194,119977
2018,Sudeste,SP,São Paulo,Viradouro,32555,35028,180092,73069,320744,23956,344700,18360
2018,Sudeste,SP,São Paulo,Vista Alegre do Alto,28964,62608,93538,37242,222352,33337,255689,29642
2018,Sudeste,SP,São Paulo,Vitória Brasil,7765,1730,12560,12188,34242,1563,35805,19523
2018,Sudeste,SP,São Paulo,Votorantim,1426,672027,1601231,485028,2759712,333338,3093050,25493
2018,Sudeste,SP,São Paulo,Votuporanga,44714,504832,1773943,346718,2670207,255814,2926022,31216
2018,Sudeste,SP,São Paulo,Zacarias,39085,5443,18791,18952,82272,2122,84394,31443
2018,Sudeste,SP,São Paulo,Chavantes,21980,12502,107418,51833,193733,16690,210423,16945
2018,Sudeste,SP,São Paulo,Estiva Gerbi,31896,124893,103056,49065,308910,25473,334383,29861
2019,Nordeste,MA,Maranhão,Açailândia,213902,589044,812315,437812,2053073,301471,2354544,20940
2019,Nordeste,MA,Maranhão,Afonso Cunha,11485,1991,10759,26522,50758,1397,52155,7994
2019,Nordeste,MA,Maranhão,Água Doce do Maranhão,5035,2941,22850,50021,80846,3813,84659,6734
2019,Nordeste,MA,Maranhão,Alcântara,12943,7095,30569,69021,119628,5809,125437,5677
2019,Nordeste,MA,Maranhão,Aldeias Altas,41696,14849,38159,96281,190985,8078,199063,7503
2019,Nordeste,MA,Maranhão,Altamira do Maranhão,11562,1820,11934,30876,56192,2414,58607,7210
2019,Nordeste,MA,Maranhão,Alto Alegre do Maranhão,6538,13633,121359,88353,229883,32364,262247,9694
2019,Nordeste,MA,Maranhão,Alto Alegre do Pindaré,19306,7777,48088,119557,194729,10478,205207,6429
2019,Nordeste,MA,Maranhão,Alto Parnaíba,191808,12410,77184,43646,325048,13807,338856,30282
2019,Nordeste,MA,Maranhão,Amapá do Maranhão,8319,1457,13002,26500,49278,2543,51820,7443
2019,Nordeste,MA,Maranhão,Amarante do Maranhão,74427,9265,70932,138004,292629,13350,305979,7385
2019,Nordeste,MA,Maranhão,Anajatuba,34124,5236,39696,90397,169454,5886,175340,6542
2019,Nordeste,MA,Maranhão,Anapurus,15352,5482,33479,61275,115588,4904,120492,7659
2019,Nordeste,MA,Maranhão,Apicum-Açu,15188,3763,27827,65686,112464,4903,117366,6808
2019,Nordeste,MA,Maranhão,Araguanã,9177,2164,14980,50479,76800,2583,79382,5146
2019,Nordeste,MA,Maranhão,Araioses,28539,8033,69618,150215,256405,13112,269517,5804
2019,Nordeste,MA,Maranhão,Arame,47071,7610,59579,109827,224087,11987,236073,7219
2019,Nordeste,MA,Maranhão,Arari,40173,9581,81185,105089,236027,16060,252088,8446
2019,Nordeste,MA,Maranhão,Axixá,10896,2897,19744,41022,74559,3930,78489,6471
2019,Nordeste,MA,Maranhão,Bacabal,49879,70414,628200,366216,1114709,139776,1254485,11953
2019,Nordeste,MA,Maranhão,Bacabeira,12703,95976,56516,66293,231488,22195,253682,14874
2019,Nordeste,MA,Maranhão,Bacuri,8496,3762,25998,66467,104724,3263,107986,5811
2019,Nordeste,MA,Maranhão,Bacurituba,3671,1246,7710,21603,34229,1324,35553,6299
2019,Nordeste,MA,Maranhão,Balsas,873435,172649,1649607,366928,3062618,430952,3493570,36818
2019,Nordeste,MA,Maranhão,Barão de Grajaú,7076,9341,97464,61138,175018,28572,203590,10818
2019,Nordeste,MA,Maranhão,Barra do Corda,43944,34531,285643,292785,656903,53443,710346,8053
2019,Nordeste,MA,Maranhão,Barreirinhas,32255,21391,188870,203513,446030,35275,481304,7697
2019,Nordeste,MA,Maranhão,Belágua,2048,1549,9649,32739,45985,1008,46993,6292
2019,Nordeste,MA,Maranhão,Bela Vista do Maranhão,6813,4613,22114,45522,79062,3278,82340,7346
2019,Nordeste,MA,Maranhão,Benedito Leite,9095,2192,9149,20939,41374,1145,42519,7550
2019,Nordeste,MA,Maranhão,Bequimão,11850,4281,35415,64889,116434,6210,122644,5763
2019,Nordeste,MA,Maranhão,Bernardo do Mearim,10898,2938,11328,24032,49196,1938,51133,8462
2019,Nordeste,MA,Maranhão,Boa Vista do Gurupi,3992,1995,18163,31228,55378,4153,59532,6410
2019,Nordeste,MA,Maranhão,Bom Jardim,70026,21396,73283,137584,302290,15278,317567,7628
2019,Nordeste,MA,Maranhão,Bom Jesus das Selvas,51084,9650,74225,125624,260582,17156,277738,8162
2019,Nordeste,MA,Maranhão,Bom Lugar,15943,2603,20112,51380,90039,3550,93589,5744
2019,Nordeste,MA,Maranhão,Brejo,29832,10013,82443,117346,239635,15196,254831,7001
2019,Nordeste,MA,Maranhão,Brejo de Areia,7764,1882,13947,36914,60507,2235,62743,6829
2019,Nordeste,MA,Maranhão,Buriti,23785,7623,49891,102233,183532,7865,191398,6674
2019,Nordeste,MA,Maranhão,Buriti Bravo,19564,16712,47606,80574,164456,8415,172871,7238
2019,Nordeste,MA,Maranhão,Buriticupu,99544,20524,168045,227426,515539,31499,547038,7560
2019,Nordeste,MA,Maranhão,Buritirana,18708,2866,19671,51694,92939,2998,95937,6218
2019,Nordeste,MA,Maranhão,Cachoeira Grande,5987,1672,10639,36200,54499,1302,55800,5917
2019,Nordeste,MA,Maranhão,Cajapió,6109,2121,11688,37927,57845,1596,59442,5318
2019,Nordeste,MA,Maranhão,Cajari,18088,2742,19354,66729,106913,2334,109247,5637
2019,Nordeste,MA,Maranhão,Campestre do Maranhão,68274,22973,44100,48423,183770,13667,197437,13736
2019,Nordeste,MA,Maranhão,Cândido Mendes,12510,7524,34495,75219,129748,5661,135409,6711
2019,Nordeste,MA,Maranhão,Cantanhede,5801,6505,36073,75766,124145,6247,130391,5928
2019,Nordeste,MA,Maranhão,Capinzal do Norte,14612,52418,38263,54933,160227,5378,165605,15146
2019,Nordeste,MA,Maranhão,Carolina,109176,14387,117381,88611,329556,23241,352797,14505
2019,Nordeste,MA,Maranhão,Carutapera,19531,8475,50681,78163,156850,9722,166572,6997
2019,Nordeste,MA,Maranhão,Caxias,47693,176699,794150,581673,1600215,210761,1810975,10984
2019,Nordeste,MA,Maranhão,Cedral,12711,2263,13871,37835,66680,1975,68655,6431
2019,Nordeste,MA,Maranhão,Central do Maranhão,3576,1518,11176,28580,44850,1971,46821,5398
2019,Nordeste,MA,Maranhão,Centro do Guilherme,11769,2405,19357,48773,82305,3767,86071,6396
2019,Nordeste,MA,Maranhão,Centro Novo do Maranhão,25144,3980,31450,70733,131307,6505,137811,6374
2019,Nordeste,MA,Maranhão,Chapadinha,24881,34633,347975,255634,663122,73704,736826,9248
2019,Nordeste,MA,Maranhão,Cidelândia,39606,6161,34756,55639,136162,8520,144682,9844
2019,Nordeste,MA,Maranhão,Codó,51399,109943,381257,385185,927784,105632,1033416,8411
2019,Nordeste,MA,Maranhão,Coelho Neto,28746,20670,124940,160998,335354,27712,363065,7344
2019,Nordeste,MA,Maranhão,Colinas,42931,34967,145258,149844,372999,29482,402481,9774
2019,Nordeste,MA,Maranhão,Conceição do Lago-Açu,23203,3362,22948,70395,119908,2900,122809,7564
2019,Nordeste,MA,Maranhão,Coroatá,23361,26819,157361,207738,415280,28104,443384,6790
2019,Nordeste,MA,Maranhão,Cururupu,32369,7387,68993,111066,219814,10191,230005,7035
2019,Nordeste,MA,Maranhão,Davinópolis,8428,13984,259056,53138,334606,101216,435822,33764
2019,Nordeste,MA,Maranhão,Dom Pedro,13262,20865,93476,87536,215138,19720,234858,10058
2019,Nordeste,MA,Maranhão,Duque Bacelar,8571,3024,17733,43435,72762,2966,75728,6673
2019,Nordeste,MA,Maranhão,Esperantinópolis,12880,8515,48339,65103,134837,8418,143256,8309
2019,Nordeste,MA,Maranhão,Estreito,39089,523126,191150,147371,900736,44039,944775,22524
2019,Nordeste,MA,Maranhão,Feira Nova do Maranhão,29787,3222,16540,28510,78060,3364,81424,9575
2019,Nordeste,MA,Maranhão,Fernando Falcão,19860,2026,11445,33716,67046,1811,68857,6646
2019,Nordeste,MA,Maranhão,Formosa da Serra Negra,35775,3865,36385,61650,137675,7716,145391,7616
2019,Nordeste,MA,Maranhão,Fortaleza dos Nogueiras,47513,8415,49103,46835,151866,8560,160426,12701
2019,Nordeste,MA,Maranhão,Fortuna,16286,5271,30441,53482,105481,5429,110910,7132
2019,Nordeste,MA,Maranhão,Godofredo Viana,8415,266995,69976,46873,392260,23421,415681,35171
2019,Nordeste,MA,Maranhão,Gonçalves Dias,12692,5435,38564,63629,120320,6680,127000,7082
2019,Nordeste,MA,Maranhão,Governador Archer,8765,2691,19602,34000,65057,2935,67993,6272
2019,Nordeste,MA,Maranhão,Governador Edison Lobão,10815,94559,68969,63678,238022,27798,265820,14529
2019,Nordeste,MA,Maranhão,Governador Eugênio Barros,11846,3218,26905,55982,97951,4490,102441,6088
2019,Nordeste,MA,Maranhão,Governador Luiz Rocha,11153,2413,13798,27370,54735,2187,56922,7291
2019,Nordeste,MA,Maranhão,Governador Newton Bello,13539,2218,11870,37548,65174,1790,66964,6578
2019,Nordeste,MA,Maranhão,Governador Nunes Freire,18068,7650,70661,110919,207297,12705,220002,8602
2019,Nordeste,MA,Maranhão,Graça Aranha,5467,2115,10852,20499,38933,2073,41006,6548
2019,Nordeste,MA,Maranhão,Grajaú,107506,52038,283142,230943,673629,64900,738529,10622
2019,Nordeste,MA,Maranhão,Guimarães,15177,3553,18113,42621,79465,3035,82500,6858
2019,Nordeste,MA,Maranhão,Humberto de Campos,12654,6538,38501,96809,154502,6862,161364,5619
2019,Nordeste,MA,Maranhão,Icatu,14387,5373,36006,99846,155613,5999,161612,5961
2019,Nordeste,MA,Maranhão,Igarapé do Meio,19067,51490,44735,58081,173372,24362,197734,13948
2019,Nordeste,MA,Maranhão,Igarapé Grande,8704,5822,30673,42582,87781,5414,93195,8233
2019,Nordeste,MA,Maranhão,Imperatriz,33425,1894215,3497389,1013588,6438616,1011496,7450113,28800
2019,Nordeste,MA,Maranhão,Itaipava do Grajaú,10054,2583,17670,55423,85730,2596,88326,5501
2019,Nordeste,MA,Maranhão,Itapecuru Mirim,18218,55099,203756,218558,495632,56719,552351,8099
2019,Nordeste,MA,Maranhão,Itinga do Maranhão,97105,15660,96175,96263,305203,22054,327257,12587
2019,Nordeste,MA,Maranhão,Jatobá,12436,2432,11980,38504,65353,1303,66656,6565
2019,Nordeste,MA,Maranhão,Jenipapo dos Vieiras,18348,2984,17675,60263,99271,2183,101454,6143
2019,Nordeste,MA,Maranhão,João Lisboa,24136,19521,69465,89221,202343,11357,213700,9043
2019,Nordeste,MA,Maranhão,Joselândia,10154,3970,24494,50951,89569,4080,93649,5792
2019,Nordeste,MA,Maranhão,Junco do Maranhão,12059,1320,10375,17919,41673,1810,43483,12670
2019,Nordeste,MA,Maranhão,Lago da Pedra,34488,17255,166446,166378,384567,29657,414224,8241
2019,Nordeste,MA,Maranhão,Lago do Junco,7020,3498,16423,40740,67681,2328,70008,6458
2019,Nordeste,MA,Maranhão,Lago Verde,17696,3889,26729,64450,112764,3640,116404,7160
2019,Nordeste,MA,Maranhão,Lagoa do Mato,11741,2569,18260,38506,71075,3142,74217,6597
2019,Nordeste,MA,Maranhão,Lago dos Rodrigues,12159,4141,20216,34731,71247,3444,74692,8418
2019,Nordeste,MA,Maranhão,Lagoa Grande do Maranhão,10232,2424,20643,40076,73374,3618,76992,6757
2019,Nordeste,MA,Maranhão,Lajeado Novo,17297,2408,20564,29305,69574,4304,73879,9785
2019,Nordeste,MA,Maranhão,Lima Campos,5647,44806,39166,51973,141592,6343,147935,12439
2019,Nordeste,MA,Maranhão,Loreto,89150,8103,44970,44316,186539,6715,193254,15897
2019,Nordeste,MA,Maranhão,Luís Domingues,6007,1936,11080,25334,44357,1692,46049,6625
2019,Nordeste,MA,Maranhão,Magalhães de Almeida,16446,5454,27753,63458,113110,5006,118117,5958
2019,Nordeste,MA,Maranhão,Maracaçumé,16511,7277,62869,71150,157808,14157,171965,8038
2019,Nordeste,MA,Maranhão,Marajá do Sena,14952,1570,10945,32125,59593,1365,60958,7823
2019,Nordeste,MA,Maranhão,Maranhãozinho,16138,5204,20230,55457,97029,4038,101067,6214
2019,Nordeste,MA,Maranhão,Mata Roma,14451,23670,34991,66511,139623,5608,145231,8630
2019,Nordeste,MA,Maranhão,Matinha,22738,8556,44534,80417,156244,9043,165288,7073
2019,Nordeste,MA,Maranhão,Matões,12399,7771,48931,118168,187269,9138,196407,5814
2019,Nordeste,MA,Maranhão,Matões do Norte,8609,2462,11486,51023,73580,1356,74937,4475
2019,Nordeste,MA,Maranhão,Milagres do Maranhão,8905,1472,8858,29411,48647,1134,49781,5881
2019,Nordeste,MA,Maranhão,Mirador,38682,6800,51825,75063,172371,8647,181018,8614
2019,Nordeste,MA,Maranhão,Miranda do Norte,10355,246213,79486,105233,441286,40305,481591,16969
2019,Nordeste,MA,Maranhão,Mirinzal,5280,4225,35315,52064,96883,5719,102602,6858
2019,Nordeste,MA,Maranhão,Monção,37802,9902,47849,130432,225985,8015,234000,6999
2019,Nordeste,MA,Maranhão,Montes Altos,15203,3012,14148,28190,60552,2226,62778,6853
2019,Nordeste,MA,Maranhão,Morros,5152,5191,41236,74456,126036,8754,134789,6936
2019,Nordeste,MA,Maranhão,Nina Rodrigues,3953,3083,13634,54110,74780,1732,76513,5294
2019,Nordeste,MA,Maranhão,Nova Colinas,20497,1811,11036,21432,54776,1775,56551,10504
2019,Nordeste,MA,Maranhão,Nova Iorque,6923,1607,8681,19752,36963,1330,38293,8177
2019,Nordeste,MA,Maranhão,Nova Olinda do Maranhão,25403,4218,32889,72621,135131,5796,140927,6734
2019,Nordeste,MA,Maranhão,Olho d'Água das Cunhãs,20220,5006,40709,75511,141445,6870,148315,7604
2019,Nordeste,MA,Maranhão,Olinda Nova do Maranhão,8566,4010,22665,48935,84177,4730,88906,6048
2019,Nordeste,MA,Maranhão,Paço do Lumiar,18978,108677,415822,374069,917546,73403,990949,8109
2019,Nordeste,MA,Maranhão,Palmeirândia,15386,4572,28410,72027,120396,4420,124816,6329
2019,Nordeste,MA,Maranhão,Paraibano,16039,12041,51563,75092,154736,10427,165163,7723
2019,Nordeste,MA,Maranhão,Parnarama,36671,9771,57337,119434,223213,11580,234793,6726
2019,Nordeste,MA,Maranhão,Passagem Franca,25375,10518,43977,67667,147537,7743,155280,8164
2019,Nordeste,MA,Maranhão,Pastos Bons,32371,22429,54652,75958,185410,12708,198118,10175
2019,Nordeste,MA,Maranhão,Paulino Neves,5780,3115,24204,62175,95274,9135,104409,6511
2019,Nordeste,MA,Maranhão,Paulo Ramos,18341,6188,49807,78367,152702,9402,162104,7705
2019,Nordeste,MA,Maranhão,Pedreiras,19401,52977,308364,138692,519435,62897,582332,14844
2019,Nordeste,MA,Maranhão,Pedro do Rosário,13244,4211,29260,95029,141743,4635,146378,5822
2019,Nordeste,MA,Maranhão,Penalva,20388,7058,53219,126804,207469,9140,216609,5631
2019,Nordeste,MA,Maranhão,Peri Mirim,8017,2922,19016,44101,74056,3293,77349,5402
2019,Nordeste,MA,Maranhão,Peritoró,9056,7321,83205,81898,181480,21222,202702,8739
2019,Nordeste,MA,Maranhão,Pindaré-Mirim,17592,15436,78133,142868,254029,15128,269157,8171
2019,Nordeste,MA,Maranhão,Pinheiro,45713,37920,432238,271597,787468,108186,895654,10741
2019,Nordeste,MA,Maranhão,Pio XII,13491,8661,51797,78615,152564,8754,161318,7508
2019,Nordeste,MA,Maranhão,Pirapemas,8207,4482,27760,70747,111195,4597,115792,6217
2019,Nordeste,MA,Maranhão,Poção de Pedras,23181,4760,44013,73264,145218,6987,152205,8516
2019,Nordeste,MA,Maranhão,Porto Franco,31083,106931,199099,98589,435702,81428,517130,21651
2019,Nordeste,MA,Maranhão,Porto Rico do Maranhão,7414,1753,8746,25489,43402,1114,44516,7450
2019,Nordeste,MA,Maranhão,Presidente Dutra,21856,36368,297764,158143,514132,70778,584910,12236
2019,Nordeste,MA,Maranhão,Presidente Juscelino,13258,2726,14158,50056,80199,1690,81889,6431
2019,Nordeste,MA,Maranhão,Presidente Médici,9559,1567,9837,25388,46351,1665,48017,6845
2019,Nordeste,MA,Maranhão,Presidente Sarney,26439,4565,27900,67007,125912,2978,128890,6813
2019,Nordeste,MA,Maranhão,Presidente Vargas,3756,2198,14627,45936,66518,1818,68336,6105
2019,Nordeste,MA,Maranhão,Primeira Cruz,9953,2236,12187,52134,76510,1933,78443,5122
2019,Nordeste,MA,Maranhão,Raposa,17689,27409,86537,95453,227088,19739,246828,8024
2019,Nordeste,MA,Maranhão,Riachão,156042,15215,78139,72351,321747,13299,335046,16591
2019,Nordeste,MA,Maranhão,Ribamar Fiquene,33889,5783,20325,30370,90366,3777,94143,12084
2019,Nordeste,MA,Maranhão,Rosário,10321,31510,149111,144625,335568,35528,371096,8683
2019,Nordeste,MA,Maranhão,Sambaíba,110888,6689,38634,22327,178538,8587,187125,32997
2019,Nordeste,MA,Maranhão,Santa Filomena do Maranhão,7454,1881,12219,27384,48938,2069,51008,6562
2019,Nordeste,MA,Maranhão,Santa Helena,30979,7942,77013,139453,255386,13110,268495,6373
2019,Nordeste,MA,Maranhão,Santa Inês,21190,63279,681870,313107,1079447,164535,1243982,13970
2019,Nordeste,MA,Maranhão,Santa Luzia,117040,20813,172837,260048,570739,31142,601881,8283
2019,Nordeste,MA,Maranhão,Santa Luzia do Paruá,30484,9175,72046,82151,193856,15719,209575,8299
2019,Nordeste,MA,Maranhão,Santa Quitéria do Maranhão,14902,7617,54822,95908,173249,9522,182771,7128
2019,Nordeste,MA,Maranhão,Santa Rita,8739,24243,101098,133081,267161,30427,297588,7861
2019,Nordeste,MA,Maranhão,Santana do Maranhão,3914,1880,12915,46333,65043,1704,66746,4986
2019,Nordeste,MA,Maranhão,Santo Amaro do Maranhão,8183,2102,14802,51291,76379,2396,78776,4971
2019,Nordeste,MA,Maranhão,Santo Antônio dos Lopes,14748,1574085,71266,94771,1754870,109132,1864002,128304
2019,Nordeste,MA,Maranhão,São Benedito do Rio Preto,4611,5855,32920,77628,121015,5005,126021,6752
2019,Nordeste,MA,Maranhão,São Bento,11269,11876,88157,143952,255254,15195,270449,5982
2019,Nordeste,MA,Maranhão,São Bernardo,30600,11530,105952,108111,256193,27041,283234,9936
2019,Nordeste,MA,Maranhão,São Domingos do Azeitão,54976,6052,65864,29351,156243,17804,174047,23545
2019,Nordeste,MA,Maranhão,São Domingos do Maranhão,33800,13231,107687,116692,271410,19676,291086,8468
2019,Nordeste,MA,Maranhão,São Félix de Balsas,11537,2479,9488,19036,42539,1821,44361,9675
2019,Nordeste,MA,Maranhão,São Francisco do Brejão,25744,4314,22356,41901,94315,5090,99405,8426
2019,Nordeste,MA,Maranhão,São Francisco do Maranhão,10116,3244,16505,43956,73822,2160,75982,6223
2019,Nordeste,MA,Maranhão,São João Batista,12606,3717,32455,69226,118004,4789,122792,5942
2019,Nordeste,MA,Maranhão,São João do Carú,12962,2436,19783,55427,90609,2819,93428,5910
2019,Nordeste,MA,Maranhão,São João do Paraíso,34410,3844,30192,46683,115129,5884,121012,10827
2019,Nordeste,MA,Maranhão,São João do Soter,9403,3726,21851,70516,105496,3309,108805,5868
2019,Nordeste,MA,Maranhão,São João dos Patos,20332,20082,122530,88102,251046,22196,273242,10538
2019,Nordeste,MA,Maranhão,São José de Ribamar,21486,200234,1090416,564637,1876773,246087,2122860,11947
2019,Nordeste,MA,Maranhão,São José dos Basílios,7899,2224,12885,28338,51346,1941,53288,6974
2019,Nordeste,MA,Maranhão,São Luís,21568,6025298,14917405,3648516,24612786,7489662,32102448,29134
2019,Nordeste,MA,Maranhão,São Luís Gonzaga do Maranhão,24414,4536,33685,71980,134616,4761,139377,7392
2019,Nordeste,MA,Maranhão,São Mateus do Maranhão,32621,15843,116868,134881,300213,20911,321124,7733
2019,Nordeste,MA,Maranhão,São Pedro da Água Branca,12304,8289,28060,48331,96983,9498,106482,8391
2019,Nordeste,MA,Maranhão,São Pedro dos Crentes,16586,1465,12877,19320,50248,2914,53162,11389
2019,Nordeste,MA,Maranhão,São Raimundo das Mangabeiras,236360,62752,114025,69197,482334,33977,516311,27364
2019,Nordeste,MA,Maranhão,São Raimundo do Doca Bezerra,4580,1304,8132,21025,35040,1025,36066,6887
2019,Nordeste,MA,Maranhão,São Roberto,4069,1255,8121,26373,39819,994,40813,6074
2019,Nordeste,MA,Maranhão,São Vicente Ferrer,15272,4818,33572,72849,126510,5591,132101,5938
2019,Nordeste,MA,Maranhão,Satubinha,8188,2244,14793,50211,75437,2193,77630,5579
2019,Nordeste,MA,Maranhão,Senador Alexandre Costa,12407,2926,24529,43980,83842,4783,88625,7955
2019,Nordeste,MA,Maranhão,Senador La Rocque,28732,6987,42357,60731,138807,7147,145954,10212
2019,Nordeste,MA,Maranhão,Serrano do Maranhão,5836,1583,10460,33997,51877,1522,53399,5208
2019,Nordeste,MA,Maranhão,Sítio Novo,48015,4606,36683,70302,159606,7584,167190,9247
2019,Nordeste,MA,Maranhão,Sucupira do Norte,16154,3112,19506,37499,76270,3257,79527,7477
2019,Nordeste,MA,Maranhão,Sucupira do Riachão,7536,1929,8911,21259,39636,1632,41268,7291
2019,Nordeste,MA,Maranhão,Tasso Fragoso,912683,47940,180654,40422,1181699,24982,1206681,141613
2019,Nordeste,MA,Maranhão,Timbiras,8048,7964,46291,100260,162563,7476,170039,5838
2019,Nordeste,MA,Maranhão,Timon,17523,203078,876821,565154,1662576,234142,1896718,11216
2019,Nordeste,MA,Maranhão,Trizidela do Vale,15535,136543,83381,84001,319460,12295,331756,15081
2019,Nordeste,MA,Maranhão,Tufilândia,5310,1672,9893,31235,48111,1054,49165,8419
2019,Nordeste,MA,Maranhão,Tuntum,53505,13202,86237,157038,309981,14306,324287,7752
2019,Nordeste,MA,Maranhão,Turiaçu,65896,6956,44336,112462,229650,6841,236491,6642
2019,Nordeste,MA,Maranhão,Turilândia,31808,4454,32766,88289,157318,4797,162115,6328
2019,Nordeste,MA,Maranhão,Tutóia,26550,15133,138625,204353,384661,28625,413286,7022
2019,Nordeste,MA,Maranhão,Urbano Santos,9490,7234,58194,110604,185523,10462,195985,5917
2019,Nordeste,MA,Maranhão,Vargem Grande,19074,13726,99810,190938,323548,19117,342665,6064
2019,Nordeste,MA,Maranhão,Viana,49453,15202,143634,170212,378501,27349,405850,7739
2019,Nordeste,MA,Maranhão,Vila Nova dos Martírios,30333,4280,27039,49592,111243,6157,117401,8766
2019,Nordeste,MA,Maranhão,Vitória do Mearim,29574,10989,78777,108791,228130,15364,243495,7432
2019,Nordeste,MA,Maranhão,Vitorino Freire,30666,9479,86316,111616,238077,14854,252931,8024
2019,Nordeste,MA,Maranhão,Zé Doca,39838,17370,174313,172813,404335,37643,441978,8547
2019,Nordeste,PI,Piauí,Acauã,6248,2100,11833,32452,52632,2659,55291,7805
2019,Nordeste,PI,Piauí,Agricolândia,3665,2047,8220,25053,38985,1801,40786,7936
2019,Nordeste,PI,Piauí,Água Branca,3477,13516,98127,85246,200365,16016,216381,12428
2019,Nordeste,PI,Piauí,Alagoinha do Piauí,9000,1908,11794,33736,56437,2508,58945,7704
2019,Nordeste,PI,Piauí,Alegrete do Piauí,6270,1355,9661,22678,39965,2258,42223,8591
2019,Nordeste,PI,Piauí,Alto Longá,9096,4291,23162,66266,102816,4825,107642,7525
2019,Nordeste,PI,Piauí,Altos,11808,42478,167520,187972,409779,40819,450597,11119
2019,Nordeste,PI,Piauí,Alvorada do Gurguéia,11398,2031,14901,30057,58387,4038,62425,11520
2019,Nordeste,PI,Piauí,Amarante,12416,7081,48525,77368,145390,10436,155827,8855
2019,Nordeste,PI,Piauí,Angical do Piauí,4906,2888,24499,31063,63356,5335,68691,10119
2019,Nordeste,PI,Piauí,Anísio de Abreu,3462,4189,22773,46560,76985,5035,82020,8302
2019,Nordeste,PI,Piauí,Antônio Almeida,17571,28550,17253,18142,81516,4810,86325,27284
2019,Nordeste,PI,Piauí,Aroazes,4043,1946,12424,28556,46968,2812,49780,8531
2019,Nordeste,PI,Piauí,Aroeiras do Itaim,3780,712,3424,13883,21799,862,22661,8883
2019,Nordeste,PI,Piauí,Arraial,2408,1353,9066,24769,37596,1784,39380,8331
2019,Nordeste,PI,Piauí,Assunção do Piauí,5018,1546,9425,37668,53658,1788,55445,7067
2019,Nordeste,PI,Piauí,Avelino Lopes,6756,4550,17621,51098,80025,3936,83961,7437
2019,Nordeste,PI,Piauí,Baixa Grande do Ribeiro,524259,35450,159653,68012,787375,76071,863446,74525
2019,Nordeste,PI,Piauí,Barra D'Alcântara,1583,1436,9077,22908,35005,1813,36818,9319
2019,Nordeste,PI,Piauí,Barras,24250,20018,139693,228699,412660,26455,439115,9330
2019,Nordeste,PI,Piauí,Barreiras do Piauí,2688,1086,4554,19878,28207,763,28970,8653
2019,Nordeste,PI,Piauí,Barro Duro,8802,10311,18079,34951,72144,4799,76942,10942
2019,Nordeste,PI,Piauí,Batalha,14969,10241,52362,119496,197067,10263,207330,7720
2019,Nordeste,PI,Piauí,Bela Vista do Piauí,6188,1161,7578,21442,36370,1999,38369,9556
2019,Nordeste,PI,Piauí,Belém do Piauí,2387,3456,6485,19866,32193,1231,33424,9373
2019,Nordeste,PI,Piauí,Beneditinos,5901,3356,19059,50088,78404,3967,82371,7870
2019,Nordeste,PI,Piauí,Bertolínia,4219,6936,13433,28367,52954,8047,61002,11089
2019,Nordeste,PI,Piauí,Betânia do Piauí,2847,1470,12750,32583,49650,2731,52380,8442
2019,Nordeste,PI,Piauí,Boa Hora,5151,1326,10541,34511,51530,2095,53625,7908
2019,Nordeste,PI,Piauí,Bocaina,8576,1804,10072,23846,44299,2423,46722,10383
2019,Nordeste,PI,Piauí,Bom Jesus,212597,38311,361263,126757,738928,99792,838720,33310
2019,Nordeste,PI,Piauí,Bom Princípio do Piauí,7982,1727,10124,31723,51556,4893,56449,10027
2019,Nordeste,PI,Piauí,Bonfim do Piauí,2466,1240,10560,27590,41856,2144,43999,7760
2019,Nordeste,PI,Piauí,Boqueirão do Piauí,1659,1200,10192,31729,44780,1738,46518,7260
2019,Nordeste,PI,Piauí,Brasileira,3057,2904,11337,39490,56788,2048,58836,7064
2019,Nordeste,PI,Piauí,Brejo do Piauí,3626,1212,7012,21644,33493,1455,34948,9019
2019,Nordeste,PI,Piauí,Buriti dos Lopes,20455,7835,48365,94126,170781,12576,183358,9269
2019,Nordeste,PI,Piauí,Buriti dos Montes,7146,1974,11115,39096,59331,2371,61702,7485
2019,Nordeste,PI,Piauí,Cabeceiras do Piauí,5297,2840,14308,47659,70105,3120,73225,6917
2019,Nordeste,PI,Piauí,Cajazeiras do Piauí,2147,726,4930,19029,26832,1071,27903,7840
2019,Nordeste,PI,Piauí,Cajueiro da Praia,19164,2906,27157,37922,87148,5210,92358,12086
2019,Nordeste,PI,Piauí,Caldeirão Grande do Piauí,8157,31171,8245,28805,76379,10207,86586,14991
2019,Nordeste,PI,Piauí,Campinas do Piauí,6526,1583,9681,28093,45884,1983,47867,8528
2019,Nordeste,PI,Piauí,Campo Alegre do Fidalgo,1965,2582,8154,28136,40837,1361,42199,8364
2019,Nordeste,PI,Piauí,Campo Grande do Piauí,4070,1755,14539,29014,49378,3227,52606,8852
2019,Nordeste,PI,Piauí,Campo Largo do Piauí,3172,1127,7817,35503,47619,1393,49011,6733
