ano,nome_regiao,sigla_uf,nome_uf,nome_municipio,va_agropecuaria,va_industria,va_servicos,va_varios,va_total,impostos,pib,pib_per_capita
2020,Nordeste,PE,Pernambuco,São José do Belmonte,17200,18391,99396,149104,284091,17899,301990,8877
2020,Nordeste,PE,Pernambuco,São José do Egito,64028,16636,146098,147934,374697,28907,403604,11851
2020,Nordeste,PE,Pernambuco,São Lourenço da Mata,49765,184340,476847,467844,1178795,116732,1295527,11356
2020,Nordeste,PE,Pernambuco,São Vicente Férrer,63247,7981,49861,82158,203246,11348,214594,11866
2020,Nordeste,PE,Pernambuco,Serra Talhada,45888,120803,745577,384151,1296419,216267,1512687,17404
2020,Nordeste,PE,Pernambuco,Serrita,20372,4054,30858,88186,143470,4218,147688,7694
2020,Nordeste,PE,Pernambuco,Sertânia,15600,19750,120845,164933,321128,47559,368687,10227
2020,Nordeste,PE,Pernambuco,Sirinhaém,123158,121198,148552,209493,602401,39573,641974,13847
2020,Nordeste,PE,Pernambuco,Moreilândia,12184,2156,20649,53357,88346,2916,91262,8098
2020,Nordeste,PE,Pernambuco,Solidão,5664,1116,9678,31186,47644,1160,48804,8106
2020,Nordeste,PE,Pernambuco,Surubim,24915,68270,383287,271245,747717,76410,824127,12554
2020,Nordeste,PE,Pernambuco,Tabira,13373,16408,101174,129847,260802,20524,281326,9801
2020,Nordeste,PE,Pernambuco,Tacaimbó,38443,15852,31899,60702,146897,6787,153683,11951
2020,Nordeste,PE,Pernambuco,Tacaratu,9816,25109,45311,116348,196584,7897,204481,7833
2020,Nordeste,PE,Pernambuco,Tamandaré,12359,21778,161160,121398,316694,24719,341413,14453
2020,Nordeste,PE,Pernambuco,Taquaritinga do Norte,8679,54047,92184,121838,276748,19602,296350,10174
2020,Nordeste,PE,Pernambuco,Terezinha,10712,2355,13042,40602,66712,1844,68556,9524
2020,Nordeste,PE,Pernambuco,Terra Nova,4814,2605,19662,47423,74505,8398,82903,8123
2020,Nordeste,PE,Pernambuco,Timbaúba,25712,86207,306757,232552,651229,61747,712976,13503
2020,Nordeste,PE,Pernambuco,Toritama,422,95901,281958,205321,583602,88216,671818,14553
2020,Nordeste,PE,Pernambuco,Tracunhaém,22803,5697,44696,61753,134949,14573,149522,10825
2020,Nordeste,PE,Pernambuco,Trindade,9369,49948,136298,125393,321008,32106,353114,11459
2020,Nordeste,PE,Pernambuco,Triunfo,9767,5265,53113,71649,139794,10222,150016,9842
2020,Nordeste,PE,Pernambuco,Tupanatinga,18663,5502,50685,125435,200286,10533,210819,7652
2020,Nordeste,PE,Pernambuco,Tuparetama,6175,4954,25695,38043,74867,4483,79350,9611
2020,Nordeste,PE,Pernambuco,Venturosa,29463,44958,59752,81807,215981,10389,226370,12131
2020,Nordeste,PE,Pernambuco,Verdejante,5170,2911,18046,44713,70840,2700,73539,7698
2020,Nordeste,PE,Pernambuco,Vertente do Lério,4737,9179,16278,39605,69800,2294,72094,9522
2020,Nordeste,PE,Pernambuco,Vertentes,7122,14125,63524,90755,175526,12700,188227,8983
2020,Nordeste,PE,Pernambuco,Vicência,144050,35706,91551,156319,427626,15382,443008,13518
2020,Nordeste,PE,Pernambuco,Vitória de Santo Antão,103173,1021224,1529241,584508,3238146,788063,4026209,28845
2020,Nordeste,PE,Pernambuco,Xexéu,11463,3795,36885,76876,129018,6403,135422,9177
2020,Nordeste,AL,Alagoas,Água Branca,16892,7356,40317,96386,160951,5409,166359,8223
2020,Nordeste,AL,Alagoas,Anadia,90380,10363,41965,84084,226791,5402,232193,13248
2020,Nordeste,AL,Alagoas,Arapiraca,906092,442378,2387993,919085,4655548,571815,5227364,22431
2020,Nordeste,AL,Alagoas,Atalaia,606700,44705,179545,219330,1050280,25297,1075577,22708
2020,Nordeste,AL,Alagoas,Barra de Santo Antônio,79440,5678,39071,77281,201469,3579,205049,12761
2020,Nordeste,AL,Alagoas,Barra de São Miguel,50044,18912,101548,48138,218642,10141,228783,27308
2020,Nordeste,AL,Alagoas,Batalha,21433,12300,59001,87452,180186,10032,190218,10373
2020,Nordeste,AL,Alagoas,Belém,130863,3475,16527,27290,178154,1007,179162,41821
2020,Nordeste,AL,Alagoas,Belo Monte,47232,17121,14640,35598,114592,1788,116380,17344
2020,Nordeste,AL,Alagoas,Boca da Mata,186490,40917,80500,121998,429905,20236,450141,16455
2020,Nordeste,AL,Alagoas,Branquinha,574689,10566,46529,56815,688599,2278,690877,66049
2020,Nordeste,AL,Alagoas,Cacimbinhas,27822,4647,25597,54735,112801,3097,115898,10644
2020,Nordeste,AL,Alagoas,Cajueiro,31246,4794,43770,109032,188842,4753,193596,9076
2020,Nordeste,AL,Alagoas,Campestre,13037,1508,12143,34262,60951,977,61927,8905
2020,Nordeste,AL,Alagoas,Campo Alegre,98439,91252,123303,245603,558597,46854,605451,10523
2020,Nordeste,AL,Alagoas,Campo Grande,13132,5413,18532,50658,87736,3223,90959,9508
2020,Nordeste,AL,Alagoas,Canapi,12939,3745,28907,84973,130564,4099,134663,7600
2020,Nordeste,AL,Alagoas,Capela,56687,6600,51724,93698,208709,5062,213771,12590
2020,Nordeste,AL,Alagoas,Carneiros,4443,2258,16148,45932,68780,1874,70654,7714
2020,Nordeste,AL,Alagoas,Chã Preta,83614,2422,14374,33235,133646,1413,135058,18473
2020,Nordeste,AL,Alagoas,Coité do Nóia,68179,3496,25209,47664,144548,2698,147246,13835
2020,Nordeste,AL,Alagoas,Colônia Leopoldina,184326,22446,57210,93915,357897,10543,368440,16887
2020,Nordeste,AL,Alagoas,Coqueiro Seco,28261,2138,12832,33415,76645,1177,77822,13271
2020,Nordeste,AL,Alagoas,Coruripe,547765,401687,336983,258938,1545372,189329,1734702,30277
2020,Nordeste,AL,Alagoas,Craíbas,77633,49293,63507,108650,299083,16922,316005,13000
2020,Nordeste,AL,Alagoas,Delmiro Gouveia,44872,55891,246283,239296,586342,34529,620871,11880
2020,Nordeste,AL,Alagoas,Dois Riachos,12269,2657,17654,50715,83296,2718,86014,7772
2020,Nordeste,AL,Alagoas,Estrela de Alagoas,22089,4282,25776,71838,123985,2895,126880,6950
2020,Nordeste,AL,Alagoas,Feira Grande,181625,11319,44511,108612,346066,4054,350120,15787
2020,Nordeste,AL,Alagoas,Feliz Deserto,69681,13442,16796,22864,122782,4054,126836,26540
2020,Nordeste,AL,Alagoas,Flexeiras,173693,6660,29730,57087,267171,2733,269903,21075
2020,Nordeste,AL,Alagoas,Girau do Ponciano,177466,13098,100202,176779,467544,13691,481235,11670
2020,Nordeste,AL,Alagoas,Ibateguara,48025,4063,25967,65896,143951,2381,146332,9364
2020,Nordeste,AL,Alagoas,Igaci,92761,7256,49546,108257,257820,4922,262742,10258
2020,Nordeste,AL,Alagoas,Igreja Nova,164734,69029,59665,113762,407189,30920,438109,17819
2020,Nordeste,AL,Alagoas,Inhapi,18677,3920,33956,79448,136001,5138,141139,7674
2020,Nordeste,AL,Alagoas,Jacaré dos Homens,15370,1968,11457,33556,62351,1154,63505,12168
2020,Nordeste,AL,Alagoas,Jacuípe,102834,3137,14481,31999,152451,1050,153501,21910
2020,Nordeste,AL,Alagoas,Japaratinga,78750,5142,54114,37628,175635,5820,181455,21594
2020,Nordeste,AL,Alagoas,Jaramataia,19361,1497,10166,29785,60808,1175,61983,10759
2020,Nordeste,AL,Alagoas,Jequiá da Praia,173957,14963,28265,59987,277172,6202,283373,24564
2020,Nordeste,AL,Alagoas,Joaquim Gomes,182022,7866,41097,103501,334485,3818,338304,14049
2020,Nordeste,AL,Alagoas,Jundiá,10502,1521,8424,22876,43323,882,44205,10685
2020,Nordeste,AL,Alagoas,Junqueiro,197530,21460,79842,116300,415132,9609,424741,17181
2020,Nordeste,AL,Alagoas,Lagoa da Canoa,95819,10236,40617,88890,235561,4384,239946,13502
2020,Nordeste,AL,Alagoas,Limoeiro de Anadia,272140,27957,77142,138651,515890,25412,541302,18814
2020,Nordeste,AL,Alagoas,Maceió,216129,3328706,12442548,3739972,19727355,3198655,22926010,22359
2020,Nordeste,AL,Alagoas,Major Isidoro,56673,7099,50755,86890,201418,6972,208390,10491
2020,Nordeste,AL,Alagoas,Maragogi,277826,25480,223790,149543,676638,28277,704916,21340
2020,Nordeste,AL,Alagoas,Maravilha,16742,2464,17855,40155,77217,2466,79682,8850
2020,Nordeste,AL,Alagoas,Marechal Deodoro,129249,1044501,643363,281530,2098642,740621,2839263,54205
2020,Nordeste,AL,Alagoas,Maribondo,30965,5174,61960,56890,154989,7560,162548,12321
2020,Nordeste,AL,Alagoas,Mar Vermelho,13710,1776,16817,19766,52070,2363,54433,15579
2020,Nordeste,AL,Alagoas,Mata Grande,130659,6981,49323,115167,302130,5488,307618,12204
2020,Nordeste,AL,Alagoas,Matriz de Camaragibe,63789,45166,75190,104153,288298,23866,312165,12672
2020,Nordeste,AL,Alagoas,Messias,36124,24504,38208,73931,172767,6917,179683,9965
2020,Nordeste,AL,Alagoas,Minador do Negrão,19715,1533,10620,27170,59038,1442,60480,11364
2020,Nordeste,AL,Alagoas,Monteirópolis,5990,7810,14864,39154,67818,3672,71490,9978
2020,Nordeste,AL,Alagoas,Murici,202964,20107,73489,114983,411542,12102,423645,14952
2020,Nordeste,AL,Alagoas,Novo Lino,82235,4214,31633,61006,179089,3453,182542,14301
2020,Nordeste,AL,Alagoas,Olho d'Água das Flores,14376,13631,92382,89230,209620,19102,228723,10522
2020,Nordeste,AL,Alagoas,Olho d'Água do Casado,9368,2857,19015,47346,78586,2695,81281,8609
2020,Nordeste,AL,Alagoas,Olho d'Água Grande,17871,1512,9182,30052,58618,1232,59850,11671
2020,Nordeste,AL,Alagoas,Olivença,10661,3001,22268,52477,88407,3414,91821,7877
2020,Nordeste,AL,Alagoas,Ouro Branco,10275,5010,21906,53809,90999,3196,94196,8166
2020,Nordeste,AL,Alagoas,Palestina,2194,1452,7551,26890,38088,627,38715,7686
2020,Nordeste,AL,Alagoas,Palmeira dos Índios,117273,78688,409375,323906,929243,65811,995054,13568
2020,Nordeste,AL,Alagoas,Pão de Açúcar,38690,13335,56462,113492,221978,9116,231094,9490
2020,Nordeste,AL,Alagoas,Pariconha,42002,4696,18905,51361,116964,2475,119439,11333
2020,Nordeste,AL,Alagoas,Paripueira,28914,27467,54793,63780,174955,6652,181607,13622
2020,Nordeste,AL,Alagoas,Passo de Camaragibe,134815,7422,41162,83187,266586,4281,270866,17752
2020,Nordeste,AL,Alagoas,Paulo Jacinto,26946,3145,14762,39167,84020,1944,85964,11371
2020,Nordeste,AL,Alagoas,Penedo,172223,36252,315738,263321,787533,38441,825973,12937
2020,Nordeste,AL,Alagoas,Piaçabuçu,248002,11926,56697,78625,395249,8576,403825,22626
2020,Nordeste,AL,Alagoas,Pilar,67520,82530,163199,202715,515963,41588,557551,15834
2020,Nordeste,AL,Alagoas,Pindoba,16526,840,5690,20600,43656,480,44136,15193
2020,Nordeste,AL,Alagoas,Piranhas,62420,13546,81011,126069,283046,12187,295233,11724
2020,Nordeste,AL,Alagoas,Poço das Trincheiras,16755,2776,19993,65440,104964,2290,107254,7439
2020,Nordeste,AL,Alagoas,Porto Calvo,79115,33656,96926,113326,323024,18005,341029,12515
2020,Nordeste,AL,Alagoas,Porto de Pedras,126201,7941,39070,51430,224641,4183,228824,29714
2020,Nordeste,AL,Alagoas,Porto Real do Colégio,68577,5410,46774,92020,212780,8185,220965,10987
2020,Nordeste,AL,Alagoas,Quebrangulo,84025,6847,23808,55519,170199,3580,173779,15450
2020,Nordeste,AL,Alagoas,Rio Largo,48593,213137,511558,338343,1111631,201865,1313496,17422
2020,Nordeste,AL,Alagoas,Roteiro,89382,2947,22774,41936,157038,2045,159083,23926
2020,Nordeste,AL,Alagoas,Santa Luzia do Norte,18895,55920,38016,39551,152382,41848,194229,26534
2020,Nordeste,AL,Alagoas,Santana do Ipanema,27852,28721,287323,177457,521353,52183,573537,11994
2020,Nordeste,AL,Alagoas,Santana do Mundaú,1210894,20264,86782,58028,1375968,3651,1379619,129093
2020,Nordeste,AL,Alagoas,São Brás,47877,6945,12663,37429,104915,3512,108427,15558
2020,Nordeste,AL,Alagoas,São José da Laje,92909,102783,74939,97334,367964,45693,413657,17239
2020,Nordeste,AL,Alagoas,São José da Tapera,33181,20918,68989,150597,273684,9890,283574,8751
2020,Nordeste,AL,Alagoas,São Luís do Quitunde,242847,175989,122434,147525,688794,77261,766055,22082
2020,Nordeste,AL,Alagoas,São Miguel dos Campos,98193,205604,331156,291047,926000,66214,992214,16056
2020,Nordeste,AL,Alagoas,São Miguel dos Milagres,70873,5253,53761,40976,170863,4044,174907,21828
2020,Nordeste,AL,Alagoas,São Sebastião,348726,15223,143086,147424,654458,15193,669650,19529
2020,Nordeste,AL,Alagoas,Satuba,5245,33827,76583,72781,188436,15914,204350,14663
2020,Nordeste,AL,Alagoas,Senador Rui Palmeira,12251,2306,19394,65192,99143,2535,101678,7304
2020,Nordeste,AL,Alagoas,Tanque d'Arca,30741,1722,11979,33511,77954,1168,79121,12890
2020,Nordeste,AL,Alagoas,Taquarana,199782,10334,68300,90279,368694,11012,379707,18917
2020,Nordeste,AL,Alagoas,Teotônio Vilela,369265,29957,146312,215607,761141,22435,783577,17659
2020,Nordeste,AL,Alagoas,Traipu,87507,10138,33908,125243,256796,5484,262281,9426
2020,Nordeste,AL,Alagoas,União dos Palmares,590138,35032,297306,310133,1232610,49130,1281739,19482
2020,Nordeste,AL,Alagoas,Viçosa,207732,21970,105621,133989,469312,11297,480609,18706
2020,Nordeste,SE,Sergipe,Amparo do São Francisco,1420,3879,6090,20763,32153,1612,33764,14187
2020,Nordeste,SE,Sergipe,Aquidabã,41774,13214,77612,115649,248248,13543,261791,12075
2020,Nordeste,SE,Sergipe,Aracaju,3914,2052333,9203018,3214471,14473737,1976375,16450111,24740
2020,Nordeste,SE,Sergipe,Arauá,29030,6009,24714,57190,116944,5859,122804,12346
2020,Nordeste,SE,Sergipe,Areia Branca,46882,12729,57380,99943,216934,14351,231285,12377
2020,Nordeste,SE,Sergipe,Barra dos Coqueiros,3239,536964,191855,202747,934805,177052,1111857,35948
2020,Nordeste,SE,Sergipe,Boquim,25210,12239,104262,136975,278685,24682,303366,11278
2020,Nordeste,SE,Sergipe,Brejo Grande,15073,3946,18726,50467,88213,4081,92295,11049
2020,Nordeste,SE,Sergipe,Campo do Brito,17851,31491,70456,96189,215987,13358,229345,12589
2020,Nordeste,SE,Sergipe,Canhoba,21222,3148,10519,27314,62203,2826,65030,16233
2020,Nordeste,SE,Sergipe,Canindé de São Francisco,25091,2787063,129183,196699,3138037,23104,3161141,103978
2020,Nordeste,SE,Sergipe,Capela,27651,18215,105504,186730,338100,17724,355824,10310
2020,Nordeste,SE,Sergipe,Carira,127888,24906,116455,120355,389604,33614,423218,19030
2020,Nordeste,SE,Sergipe,Carmópolis,3576,113301,96510,130973,344360,32909,377269,22275
2020,Nordeste,SE,Sergipe,Cedro de São João,3129,3124,16320,32590,55163,2415,57579,9738
2020,Nordeste,SE,Sergipe,Cristinápolis,36854,13421,54777,107152,212205,12965,225169,12489
2020,Nordeste,SE,Sergipe,Cumbe,17963,2818,10992,23705,55478,3277,58755,14696
2020,Nordeste,SE,Sergipe,Divina Pastora,6221,45992,23775,40592,116579,3636,120215,23052
2020,Nordeste,SE,Sergipe,Estância,76615,625548,592493,376874,1671530,395216,2066745,29713
2020,Nordeste,SE,Sergipe,Feira Nova,28718,6482,17751,34681,87631,6204,93835,16753
2020,Nordeste,SE,Sergipe,Frei Paulo,77931,45002,83200,83142,289274,31427,320701,20616
2020,Nordeste,SE,Sergipe,Gararu,36132,7192,23549,62387,129260,7537,136797,11792
2020,Nordeste,SE,Sergipe,General Maynard,998,1951,7604,25084,35637,894,36532,10795
2020,Nordeste,SE,Sergipe,Gracho Cardoso,28176,3911,16081,31635,79803,4949,84752,14552
2020,Nordeste,SE,Sergipe,Ilha das Flores,7469,3815,21622,49596,82503,3486,85989,10091
2020,Nordeste,SE,Sergipe,Indiaroba,43565,5515,40580,104590,194250,9625,203875,11233
2020,Nordeste,SE,Sergipe,Itabaiana,174636,133318,893628,478156,1679739,234455,1914194,19910
2020,Nordeste,SE,Sergipe,Itabaianinha,53699,38804,145216,203000,440719,29854,470573,11160
2020,Nordeste,SE,Sergipe,Itabi,11951,4596,15541,30113,62201,3891,66092,13527
2020,Nordeste,SE,Sergipe,Itaporanga d'Ajuda,49066,259488,209160,194097,711812,152728,864540,24908
2020,Nordeste,SE,Sergipe,Japaratuba,43044,120238,84911,114976,363170,17185,380354,20117
2020,Nordeste,SE,Sergipe,Japoatã,53366,7857,45175,75435,181834,10155,191989,14297
2020,Nordeste,SE,Sergipe,Lagarto,113183,229989,600492,520749,1464413,169538,1633951,15529
2020,Nordeste,SE,Sergipe,Laranjeiras,25309,183246,173347,185111,567013,99866,666878,22170
2020,Nordeste,SE,Sergipe,Macambira,16973,4574,20671,39693,81912,4952,86864,12479
2020,Nordeste,SE,Sergipe,Malhada dos Bois,1857,2568,14685,25265,44375,2664,47038,12717
2020,Nordeste,SE,Sergipe,Malhador,60460,6210,34002,64207,164878,7203,172081,13600
2020,Nordeste,SE,Sergipe,Maruim,11819,98491,86672,105474,302455,45046,347501,20121
2020,Nordeste,SE,Sergipe,Moita Bonita,106051,7369,39837,56581,209839,12216,222055,19568
2020,Nordeste,SE,Sergipe,Monte Alegre de Sergipe,33163,9800,51340,82939,177243,13475,190718,12568
2020,Nordeste,SE,Sergipe,Muribeca,8020,10633,24864,43445,86961,4153,91114,11928
2020,Nordeste,SE,Sergipe,Neópolis,58575,20199,79161,97104,255040,23452,278492,14890
2020,Nordeste,SE,Sergipe,Nossa Senhora Aparecida,24452,8641,23086,44713,100892,6845,107737,12230
2020,Nordeste,SE,Sergipe,Nossa Senhora da Glória,88640,72492,274149,189698,624978,74530,699509,18742
2020,Nordeste,SE,Sergipe,Nossa Senhora das Dores,36606,46821,128197,145205,356829,33262,390092,14558
2020,Nordeste,SE,Sergipe,Nossa Senhora de Lourdes,12827,3385,21396,34620,72228,4202,76431,11766
2020,Nordeste,SE,Sergipe,Nossa Senhora do Socorro,9391,466991,1017722,876993,2371097,394197,2765294,14891
2020,Nordeste,SE,Sergipe,Pacatuba,32031,30744,35563,91519,189858,15748,205606,14141
2020,Nordeste,SE,Sergipe,Pedra Mole,17702,1784,8324,21617,49427,2499,51926,15807
2020,Nordeste,SE,Sergipe,Pedrinhas,7173,2613,23790,52515,86091,4004,90095,9322
2020,Nordeste,SE,Sergipe,Pinhão,26759,3491,19090,37913,87253,5477,92729,13993
2020,Nordeste,SE,Sergipe,Pirambu,7781,21843,31119,62070,122813,4771,127584,13632
2020,Nordeste,SE,Sergipe,Poço Redondo,67887,24518,74978,174983,342367,22220,364586,10381
2020,Nordeste,SE,Sergipe,Poço Verde,51019,30235,104186,120988,306427,31459,337887,14157
2020,Nordeste,SE,Sergipe,Porto da Folha,49872,25019,73555,144406,292852,18970,311823,10868
2020,Nordeste,SE,Sergipe,Propriá,13934,61050,239133,150536,464653,63990,528643,17804
2020,Nordeste,SE,Sergipe,Riachão do Dantas,128328,9562,46942,109678,294510,13229,307739,15535
2020,Nordeste,SE,Sergipe,Riachuelo,11004,38622,40085,59629,149340,24085,173425,16864
2020,Nordeste,SE,Sergipe,Ribeirópolis,32401,30423,109080,99794,271698,34768,306466,16325
2020,Nordeste,SE,Sergipe,Rosário do Catete,5903,154162,66070,85031,311166,39218,350383,31830
2020,Nordeste,SE,Sergipe,Salgado,23120,10909,49562,96304,179894,10675,190569,9517
2020,Nordeste,SE,Sergipe,Santa Luzia do Itanhy,45853,4575,28747,80967,160142,6713,166855,11816
2020,Nordeste,SE,Sergipe,Santana do São Francisco,19078,3672,18184,46253,87187,3224,90411,11526
2020,Nordeste,SE,Sergipe,Santa Rosa de Lima,6304,2043,9053,30011,47410,1463,48873,12458
2020,Nordeste,SE,Sergipe,Santo Amaro das Brotas,15492,16335,31359,70214,133400,5207,138607,11407
2020,Nordeste,SE,Sergipe,São Cristóvão,32217,116951,326379,409170,884717,73338,958055,10517
2020,Nordeste,SE,Sergipe,São Domingos,6151,13527,28214,59264,107155,6940,114094,10181
2020,Nordeste,SE,Sergipe,São Francisco,2759,1536,9199,26956,40450,1454,41904,11083
2020,Nordeste,SE,Sergipe,São Miguel do Aleixo,6597,2852,8392,24355,42196,2345,44542,11285
2020,Nordeste,SE,Sergipe,Simão Dias,136302,87233,218602,201928,644064,76232,720296,17739
2020,Nordeste,SE,Sergipe,Siriri,9055,33617,28830,57667,129168,5005,134173,14958
2020,Nordeste,SE,Sergipe,Telha,5363,1985,7698,23638,38684,1279,39964,12300
2020,Nordeste,SE,Sergipe,Tobias Barreto,24541,35915,245867,252534,558857,49419,608276,11580
2020,Nordeste,SE,Sergipe,Tomar do Geru,21740,5312,30221,76627,133899,5615,139514,10308
2020,Nordeste,SE,Sergipe,Umbaúba,30315,15810,144333,134881,325338,25751,351089,13741
2020,Nordeste,BA,Bahia,Abaíra,4408,5473,20023,34892,64796,2537,67333,7731
2020,Nordeste,BA,Bahia,Abaré,20683,7967,51848,81664,162163,10478,172641,8485
2020,Nordeste,BA,Bahia,Acajutiba,22819,5898,43081,60930,132727,4740,137467,9052
2020,Nordeste,BA,Bahia,Adustina,164826,9883,52631,71444,298783,6383,305166,17819
2020,Nordeste,BA,Bahia,Água Fria,26159,8467,30365,73488,138479,4645,143124,8403
2020,Nordeste,BA,Bahia,Érico Cardoso,5940,3057,19114,42037,70147,2459,72606,6876
2020,Nordeste,BA,Bahia,Aiquara,10500,2022,9878,23367,45768,1107,46874,10615
2020,Nordeste,BA,Bahia,Alagoinhas,98635,1061237,1746358,603263,3509493,945523,4455016,29246
2020,Nordeste,BA,Bahia,Alcobaça,74347,23854,92186,96756,287143,18756,305899,13602
2020,Nordeste,BA,Bahia,Almadina,13828,2459,13540,27193,57021,1467,58487,10900
2020,Nordeste,BA,Bahia,Amargosa,24873,35842,186041,135258,382015,35330,417345,11147
2020,Nordeste,BA,Bahia,Amélia Rodrigues,40658,42654,137177,102047,322536,43934,366470,14631
2020,Nordeste,BA,Bahia,América Dourada,37307,8927,33497,61664,141395,6758,148153,9208
2020,Nordeste,BA,Bahia,Anagé,19014,11056,70173,87086,187329,11022,198352,9180
2020,Nordeste,BA,Bahia,Andaraí,9733,4794,37830,60126,112483,5133,117616,8956
2020,Nordeste,BA,Bahia,Andorinha,9472,63051,56309,67135,195967,7253,203220,14012
2020,Nordeste,BA,Bahia,Angical,45951,6148,44127,58516,154741,4882,159622,11452
2020,Nordeste,BA,Bahia,Anguera,4203,3589,22495,44526,74813,3551,78363,6937
2020,Nordeste,BA,Bahia,Antas,20633,7097,41510,67026,136266,6872,143139,7348
2020,Nordeste,BA,Bahia,Antônio Cardoso,7285,4571,38165,50277,100297,9703,110000,9420
2020,Nordeste,BA,Bahia,Antônio Gonçalves,5437,3879,21581,46668,77565,3004,80569,6783
2020,Nordeste,BA,Bahia,Aporá,20047,6344,34887,74025,135303,4292,139595,7848
2020,Nordeste,BA,Bahia,Apuarema,12017,2909,16778,34988,66693,2065,68758,9416
2020,Nordeste,BA,Bahia,Aracatu,30229,5135,31372,53489,120226,5016,125242,9601
2020,Nordeste,BA,Bahia,Araçás,9732,77546,50369,61289,198936,7250,206186,16889
2020,Nordeste,BA,Bahia,Araci,66529,29250,144747,207822,448349,19178,467527,8555
2020,Nordeste,BA,Bahia,Aramari,8400,16816,23684,44199,93099,5829,98928,8632
2020,Nordeste,BA,Bahia,Arataca,21446,4000,20503,51348,97297,2530,99827,9107
2020,Nordeste,BA,Bahia,Aratuípe,15264,2674,18460,35726,72124,2513,74637,8446
2020,Nordeste,BA,Bahia,Aurelino Leal,24307,7717,27128,57482,116634,4096,120730,10685
2020,Nordeste,BA,Bahia,Baianópolis,110001,7069,49842,60451,227363,5876,233239,16745
2020,Nordeste,BA,Bahia,Baixa Grande,20613,7773,54281,77356,160023,6875,166898,8162
2020,Nordeste,BA,Bahia,Banzaê,15256,4115,25304,54852,99529,3694,103223,7796
2020,Nordeste,BA,Bahia,Barra,39835,39310,132849,206190,418184,16739,434923,8068
2020,Nordeste,BA,Bahia,Barra da Estiva,85487,11326,124587,79319,300719,16837,317556,15573
2020,Nordeste,BA,Bahia,Barra do Choça,205472,36711,130021,127855,500059,25022,525081,16825
2020,Nordeste,BA,Bahia,Barra do Mendes,7751,4570,37639,49053,99013,3847,102859,7436
2020,Nordeste,BA,Bahia,Barra do Rocha,21037,3076,13940,28036,66089,1686,67775,12077
2020,Nordeste,BA,Bahia,Barreiras,1761538,811297,2378110,647796,5598740,540172,6138912,39108
2020,Nordeste,BA,Bahia,Barro Alto,13245,4822,28559,55697,102324,4391,106715,7089
2020,Nordeste,BA,Bahia,Barrocas,13089,171915,69570,57892,312466,6965,319431,19834
2020,Nordeste,BA,Bahia,Barro Preto,19382,2453,15046,30637,67517,1593,69111,12686
2020,Nordeste,BA,Bahia,Belmonte,74158,24731,108378,110481,317748,17141,334889,14289
2020,Nordeste,BA,Bahia,Belo Campo,11503,5985,58838,69976,146302,9102,155404,9083
2020,Nordeste,BA,Bahia,Biritinga,13985,11249,32889,72884,131007,8951,139958,8756
2020,Nordeste,BA,Bahia,Boa Nova,12545,4649,28472,55920,101585,4227,105812,8582
2020,Nordeste,BA,Bahia,Boa Vista do Tupim,23521,6539,33921,71919,135901,5191,141092,7614
2020,Nordeste,BA,Bahia,Bom Jesus da Lapa,213074,185379,390935,263096,1052485,83498,1135983,16307
2020,Nordeste,BA,Bahia,Bom Jesus da Serra,5608,2732,17566,41593,67499,2407,69907,7117
2020,Nordeste,BA,Bahia,Boninal,7396,4705,32759,56046,100906,4888,105794,7323
2020,Nordeste,BA,Bahia,Bonito,77461,16972,52194,68612,215238,9133,224370,13289
2020,Nordeste,BA,Bahia,Boquira,15434,11928,55977,91183,174523,6435,180958,8418
2020,Nordeste,BA,Bahia,Botuporã,11497,4086,37230,49843,102656,4205,106862,10550
2020,Nordeste,BA,Bahia,Brejões,11573,6153,43941,62737,124405,8780,133184,9365
2020,Nordeste,BA,Bahia,Brejolândia,36993,3010,24203,38815,103021,4156,107177,10094
2020,Nordeste,BA,Bahia,Brotas de Macaúbas,5475,4078,26535,45552,81640,4695,86335,8523
2020,Nordeste,BA,Bahia,Brumado,44173,663706,517481,232532,1457892,100379,1558271,23142
2020,Nordeste,BA,Bahia,Buerarema,21662,7514,87251,69527,185954,20116,206070,11257
2020,Nordeste,BA,Bahia,Buritirama,16808,4149,37110,76946,135013,6581,141594,6655
2020,Nordeste,BA,Bahia,Caatiba,20407,2845,16174,33049,72475,2342,74817,11532
2020,Nordeste,BA,Bahia,Cabaceiras do Paraguaçu,19675,6793,33626,73878,133971,4708,138680,7333
2020,Nordeste,BA,Bahia,Cachoeira,29213,89714,175586,121822,416335,37751,454086,13528
2020,Nordeste,BA,Bahia,Caculé,12055,21565,147506,83695,264820,50552,315372,13541
2020,Nordeste,BA,Bahia,Caém,19484,4540,21305,42613,87942,2631,90574,9999
2020,Nordeste,BA,Bahia,Caetanos,8120,5098,24565,57602,95386,3287,98673,6755
2020,Nordeste,BA,Bahia,Caetité,23560,360704,269460,202103,855827,60834,916661,17945
2020,Nordeste,BA,Bahia,Cafarnaum,28222,18910,55332,80743,183206,9385,192591,10403
2020,Nordeste,BA,Bahia,Cairu,20109,298325,227350,94801,640584,14723,655307,35562
2020,Nordeste,BA,Bahia,Caldeirão Grande,5559,4347,26355,54261,90522,3558,94080,7026
2020,Nordeste,BA,Bahia,Camacan,28408,19700,127407,137200,312715,19642,332357,10384
2020,Nordeste,BA,Bahia,Camaçari,17891,10384285,7533143,1378764,19314083,6390200,25704283,84470
